timestamp,hour,day_of_week,total_traffic
2024-01-06 07:00:00,7,5,133.19352630617755
2024-01-06 08:00:00,8,5,132.76786581286316
2024-01-06 09:00:00,9,5,131.3216789491968
2024-01-06 10:00:00,10,5,96.2396711521811
2024-01-06 11:00:00,11,5,84.95465315441993
2024-01-06 12:00:00,12,5,70.86500758376371
2024-01-06 13:00:00,13,5,89.63095436637134
2024-01-06 14:00:00,14,5,69.66983088890576
2024-01-06 15:00:00,15,5,112.98910902842577
2024-01-06 16:00:00,16,5,78.3557420648215
2024-01-06 17:00:00,17,5,174.65064287339786
2024-01-06 18:00:00,18,5,201.75650082142513
2024-01-06 19:00:00,19,5,153.63363784609868
2024-01-06 20:00:00,20,5,188.40666440934476
2024-01-06 21:00:00,21,5,209.06305054014328
2024-01-06 22:00:00,22,5,51.59768394742023
2024-01-06 23:00:00,23,5,78.95077563089471
2024-01-07 00:00:00,0,6,38.09397051308807
2024-01-07 01:00:00,1,6,38.44930999329712
2024-01-07 02:00:00,2,6,34.16260777746568
2024-01-07 03:00:00,3,6,30.15411895118033
2024-01-07 04:00:00,4,6,40.00061435252044
2024-01-07 05:00:00,5,6,42.908208300750076
2024-01-07 06:00:00,6,6,125.74959430176467
2024-01-07 07:00:00,7,6,121.05402101982347
2024-01-07 08:00:00,8,6,106.68107759000043
2024-01-07 09:00:00,9,6,129.08772417842727
2024-01-07 10:00:00,10,6,127.17116016144863
2024-01-07 11:00:00,11,6,81.80310818042629
2024-01-07 12:00:00,12,6,108.28993500244472
2024-01-07 13:00:00,13,6,91.40746039374115
2024-01-07 14:00:00,14,6,58.765015281289216
2024-01-07 15:00:00,15,6,91.69794506177307
2024-01-07 16:00:00,16,6,68.03828594878759
2024-01-07 17:00:00,17,6,172.9867830571578
2024-01-07 18:00:00,18,6,184.0119882828107
2024-01-07 19:00:00,19,6,148.31241130602322
2024-01-07 20:00:00,20,6,181.77168053990752
2024-01-07 21:00:00,21,6,163.86324953201967
2024-01-07 22:00:00,22,6,74.28877584791903
2024-01-07 23:00:00,23,6,75.98640615085178
2024-01-08 00:00:00,0,0,49.85647501480708
2024-01-08 01:00:00,1,0,44.71456884082688
2024-01-08 02:00:00,2,0,44.45809659319425
2024-01-08 03:00:00,3,0,49.752163450375356
2024-01-08 04:00:00,4,0,44.41352285384999
2024-01-08 05:00:00,5,0,61.431735245467884
2024-01-08 06:00:00,6,0,146.4283856401279
2024-01-08 07:00:00,7,0,163.5553265644462
2024-01-08 08:00:00,8,0,152.11109728726686
2024-01-08 09:00:00,9,0,181.9922523753229
2024-01-08 10:00:00,10,0,144.20448473238235
2024-01-08 11:00:00,11,0,140.51558398383656
2024-01-08 12:00:00,12,0,111.43776064311318
2024-01-08 13:00:00,13,0,85.98728926646736
2024-01-08 14:00:00,14,0,90.90251881875786
2024-01-08 15:00:00,15,0,111.43383179980579
2024-01-08 16:00:00,16,0,101.01217997514041
2024-01-08 17:00:00,17,0,213.01922873545024
2024-01-08 18:00:00,18,0,211.4339984923101
2024-01-08 19:00:00,19,0,196.67694743997467
2024-01-08 20:00:00,20,0,173.80215016984255
2024-01-08 21:00:00,21,0,163.92964030258221
2024-01-08 22:00:00,22,0,72.84662169043071
2024-01-08 23:00:00,23,0,91.84100709248591
2024-01-09 00:00:00,0,1,48.27303434221192
2024-01-09 01:00:00,1,1,54.55507447597117
2024-01-09 02:00:00,2,1,48.9275365677584
2024-01-09 03:00:00,3,1,55.61942792957857
2024-01-09 04:00:00,4,1,51.8190450118844
2024-01-09 05:00:00,5,1,50.453854655213455
2024-01-09 06:00:00,6,1,162.98472630453074
2024-01-09 07:00:00,7,1,127.35170575655484
2024-01-09 08:00:00,8,1,172.27412306322674
2024-01-09 09:00:00,9,1,169.34722137856176
2024-01-09 10:00:00,10,1,177.26201906683642
2024-01-09 11:00:00,11,1,120.10147345741255
2024-01-09 12:00:00,12,1,87.34630380163942
2024-01-09 13:00:00,13,1,87.30697916208463
2024-01-09 14:00:00,14,1,109.36501701142251
2024-01-09 15:00:00,15,1,111.98444573894861
2024-01-09 16:00:00,16,1,107.22719049547041
2024-01-09 17:00:00,17,1,320.23692116939554
2024-01-09 18:00:00,18,1,222.15390294962202
2024-01-09 19:00:00,19,1,243.96668198564277
2024-01-09 20:00:00,20,1,236.08989670993543
2024-01-09 21:00:00,21,1,222.1763500943674
2024-01-09 22:00:00,22,1,80.65989938521273
2024-01-09 23:00:00,23,1,95.88919071173305
2024-01-10 00:00:00,0,2,49.808154644611825
2024-01-10 01:00:00,1,2,59.6630623921851
2024-01-10 02:00:00,2,2,57.43807745084925
2024-01-10 03:00:00,3,2,60.04488203991642
2024-01-10 04:00:00,4,2,65.43233825533933
2024-01-10 05:00:00,5,2,39.33082920183796
2024-01-10 06:00:00,6,2,177.02978616142533
2024-01-10 07:00:00,7,2,130.50145553716126
2024-01-10 08:00:00,8,2,157.34643252029426
2024-01-10 09:00:00,9,2,178.09905610947985
2024-01-10 10:00:00,10,2,166.37359441204143
2024-01-10 11:00:00,11,2,93.00765729078238
2024-01-10 12:00:00,12,2,96.80976751563277
2024-01-10 13:00:00,13,2,127.66973205250154
2024-01-10 14:00:00,14,2,100.05785094792161
2024-01-10 15:00:00,15,2,120.12252626850709
2024-01-10 16:00:00,16,2,109.67213275666178
2024-01-10 17:00:00,17,2,206.76837790337464
2024-01-10 18:00:00,18,2,287.13379442908405
2024-01-10 19:00:00,19,2,243.99124036010863
2024-01-10 20:00:00,20,2,158.84787089977215
2024-01-10 21:00:00,21,2,223.85911326844737
2024-01-10 22:00:00,22,2,78.99452536029877
2024-01-10 23:00:00,23,2,99.82303935814011
2024-01-11 00:00:00,0,3,56.37477352908463
2024-01-11 01:00:00,1,3,52.64580209143665
2024-01-11 02:00:00,2,3,60.74286942372231
2024-01-11 03:00:00,3,3,52.37845570569751
2024-01-11 04:00:00,4,3,57.80802068843873
2024-01-11 05:00:00,5,3,53.01474669053107
2024-01-11 06:00:00,6,3,161.85557754252048
2024-01-11 07:00:00,7,3,155.9251790808643
2024-01-11 08:00:00,8,3,218.83558540153226
2024-01-11 09:00:00,9,3,167.62704714511506
2024-01-11 10:00:00,10,3,143.4166173386644
2024-01-11 11:00:00,11,3,130.30402479920642
2024-01-11 12:00:00,12,3,149.33901246050948
2024-01-11 13:00:00,13,3,141.44115847268543
2024-01-11 14:00:00,14,3,84.35422079301442
2024-01-11 15:00:00,15,3,110.50594312923546
2024-01-11 16:00:00,16,3,138.63548126699962
2024-01-11 17:00:00,17,3,215.96209912613762
2024-01-11 18:00:00,18,3,239.4238631353165
2024-01-11 19:00:00,19,3,248.60588454047462
2024-01-11 20:00:00,20,3,208.83109847951707
2024-01-11 21:00:00,21,3,230.41525255487377
2024-01-11 22:00:00,22,3,47.000738855821865
2024-01-11 23:00:00,23,3,77.52301705233931
2024-01-12 00:00:00,0,4,60.41650436088134
2024-01-12 01:00:00,1,4,56.70212201594385
2024-01-12 02:00:00,2,4,66.39831455762504
2024-01-12 03:00:00,3,4,36.847871783151504
2024-01-12 04:00:00,4,4,59.97584900850327
2024-01-12 05:00:00,5,4,54.68284001399667
2024-01-12 06:00:00,6,4,204.50386494697474
2024-01-12 07:00:00,7,4,131.37767874677274
2024-01-12 08:00:00,8,4,211.9858343527077
2024-01-12 09:00:00,9,4,180.8886807164949
2024-01-12 10:00:00,10,4,155.3155104712879
2024-01-12 11:00:00,11,4,135.2629843515527
2024-01-12 12:00:00,12,4,126.76969793543782
2024-01-12 13:00:00,13,4,117.27759642475128
2024-01-12 14:00:00,14,4,114.29276016898535
2024-01-12 15:00:00,15,4,112.8916021367185
2024-01-12 16:00:00,16,4,113.9597453397824
2024-01-12 17:00:00,17,4,258.71700857635403
2024-01-12 18:00:00,18,4,286.33742521552716
2024-01-12 19:00:00,19,4,205.99860322150988
2024-01-12 20:00:00,20,4,304.2188206453975
2024-01-12 21:00:00,21,4,184.5544017057245
2024-01-12 22:00:00,22,4,97.69577952526747
2024-01-12 23:00:00,23,4,113.83444986473063
2024-01-13 00:00:00,0,5,44.68798012837703
2024-01-13 01:00:00,1,5,37.492738657475435
2024-01-13 02:00:00,2,5,45.29386794997431
2024-01-13 03:00:00,3,5,38.77009565833754
2024-01-13 04:00:00,4,5,49.757662435933725
2024-01-13 05:00:00,5,5,47.40711924186846
2024-01-13 06:00:00,6,5,138.5983969080009
2024-01-13 07:00:00,7,5,120.17104867955264
2024-01-13 08:00:00,8,5,154.7848848751567
2024-01-13 09:00:00,9,5,139.74265645962151
2024-01-13 10:00:00,10,5,146.42318403844936
2024-01-13 11:00:00,11,5,106.82674895408643
2024-01-13 12:00:00,12,5,74.52771814924328
2024-01-13 13:00:00,13,5,82.61538632750589
2024-01-13 14:00:00,14,5,103.3499944272152
2024-01-13 15:00:00,15,5,90.08332303126642
2024-01-13 16:00:00,16,5,92.11913098851363
2024-01-13 17:00:00,17,5,177.36432774704534
2024-01-13 18:00:00,18,5,212.86137405940957
2024-01-13 19:00:00,19,5,161.87638869159895
2024-01-13 20:00:00,20,5,195.77353623557016
2024-01-13 21:00:00,21,5,180.97983065171096
2024-01-13 22:00:00,22,5,74.34805179911905
2024-01-13 23:00:00,23,5,83.14557490907524
2024-01-14 00:00:00,0,6,42.14516068130362
2024-01-14 01:00:00,1,6,40.371940662328335
2024-01-14 02:00:00,2,6,52.577088682702836
2024-01-14 03:00:00,3,6,36.58653926569283
2024-01-14 04:00:00,4,6,37.54248151732988
2024-01-14 05:00:00,5,6,42.08577764879033
2024-01-14 06:00:00,6,6,121.20597762388259
2024-01-14 07:00:00,7,6,113.16739364278642
2024-01-14 08:00:00,8,6,114.33391412903467
2024-01-14 09:00:00,9,6,127.10796320968802
2024-01-14 10:00:00,10,6,106.49489394878198
2024-01-14 11:00:00,11,6,106.32410594652902
2024-01-14 12:00:00,12,6,72.68432264350099
2024-01-14 13:00:00,13,6,68.06422626487618
2024-01-14 14:00:00,14,6,92.94296938423493
2024-01-14 15:00:00,15,6,88.50897394565663
2024-01-14 16:00:00,16,6,90.0402251492018
2024-01-14 17:00:00,17,6,178.92976099992845
2024-01-14 18:00:00,18,6,160.38663554047773
2024-01-14 19:00:00,19,6,139.70925829923132
2024-01-14 20:00:00,20,6,156.5517611584468
2024-01-14 21:00:00,21,6,139.23073944769664
2024-01-14 22:00:00,22,6,75.13230622755962
2024-01-14 23:00:00,23,6,65.71343356618068
2024-01-15 00:00:00,0,0,48.75933164157075
2024-01-15 01:00:00,1,0,47.749773559974756
2024-01-15 02:00:00,2,0,59.09933100083688
2024-01-15 03:00:00,3,0,44.76078476305604
2024-01-15 04:00:00,4,0,50.66524420820387
2024-01-15 05:00:00,5,0,51.024721582511845
2024-01-15 06:00:00,6,0,151.85757759877777
2024-01-15 07:00:00,7,0,142.8237880291662
2024-01-15 08:00:00,8,0,142.6274144810535
2024-01-15 09:00:00,9,0,156.42586254348737
2024-01-15 10:00:00,10,0,121.4447052803345
2024-01-15 11:00:00,11,0,78.69857797576752
2024-01-15 12:00:00,12,0,101.16519664556564
2024-01-15 13:00:00,13,0,102.71957595030315
2024-01-15 14:00:00,14,0,108.27774795889763
2024-01-15 15:00:00,15,0,122.68933904526023
2024-01-15 16:00:00,16,0,117.90068035101363
2024-01-15 17:00:00,17,0,198.59151063287158
2024-01-15 18:00:00,18,0,199.65561856630296
2024-01-15 19:00:00,19,0,173.4189442577252
2024-01-15 20:00:00,20,0,199.13258491187682
2024-01-15 21:00:00,21,0,176.93140534760624
2024-01-15 22:00:00,22,0,84.28018979986909
2024-01-15 23:00:00,23,0,69.28531016392498
2024-01-16 00:00:00,0,1,63.18991919118058
2024-01-16 01:00:00,1,1,60.64359964732231
2024-01-16 02:00:00,2,1,45.98419212292669
2024-01-16 03:00:00,3,1,54.35958577037886
2024-01-16 04:00:00,4,1,50.89265053117082
2024-01-16 05:00:00,5,1,52.760629601161696
2024-01-16 06:00:00,6,1,163.66067893971618
2024-01-16 07:00:00,7,1,162.55363857195903
2024-01-16 08:00:00,8,1,155.59678911105263
2024-01-16 09:00:00,9,1,141.43683502017595
2024-01-16 10:00:00,10,1,151.18960468230463
2024-01-16 11:00:00,11,1,116.35094699673941
2024-01-16 12:00:00,12,1,130.44986772497253
2024-01-16 13:00:00,13,1,122.58754061597986
2024-01-16 14:00:00,14,1,138.9207188625917
2024-01-16 15:00:00,15,1,94.98814033845719
2024-01-16 16:00:00,16,1,126.76074556989367
2024-01-16 17:00:00,17,1,213.38725636542168
2024-01-16 18:00:00,18,1,268.17555291551434
2024-01-16 19:00:00,19,1,183.35153851352024
2024-01-16 20:00:00,20,1,183.61599683476297
2024-01-16 21:00:00,21,1,194.75500952256095
2024-01-16 22:00:00,22,1,67.21876262825657
2024-01-16 23:00:00,23,1,77.19816815109414
2024-01-17 00:00:00,0,2,49.64518771489404
2024-01-17 01:00:00,1,2,53.792739603097274
2024-01-17 02:00:00,2,2,54.205874512552775
2024-01-17 03:00:00,3,2,66.79379689423149
2024-01-17 04:00:00,4,2,52.74104288413005
2024-01-17 05:00:00,5,2,58.23172777719043
2024-01-17 06:00:00,6,2,141.90776573968884
2024-01-17 07:00:00,7,2,179.43173920033382
2024-01-17 08:00:00,8,2,129.6048764585765
2024-01-17 09:00:00,9,2,208.6362935015269
2024-01-17 10:00:00,10,2,194.30740569494083
2024-01-17 11:00:00,11,2,104.17961210030187
2024-01-17 12:00:00,12,2,76.76113766100156
2024-01-17 13:00:00,13,2,133.58663512171972
2024-01-17 14:00:00,14,2,102.19481162965988
2024-01-17 15:00:00,15,2,129.1601528720812
2024-01-17 16:00:00,16,2,88.8390091346696
2024-01-17 17:00:00,17,2,207.50069650412496
2024-01-17 18:00:00,18,2,220.2201164549522
2024-01-17 19:00:00,19,2,216.41793344891622
2024-01-17 20:00:00,20,2,210.85113809519177
2024-01-17 21:00:00,21,2,237.22527932804635
2024-01-17 22:00:00,22,2,64.65459728563935
2024-01-17 23:00:00,23,2,90.34697479634838
2024-01-18 00:00:00,0,3,58.07053571299495
2024-01-18 01:00:00,1,3,66.47027953575316
2024-01-18 02:00:00,2,3,56.115432954797086
2024-01-18 03:00:00,3,3,35.14978890595225
2024-01-18 04:00:00,4,3,50.07426280999609
2024-01-18 05:00:00,5,3,66.30446010932629
2024-01-18 06:00:00,6,3,171.68986413749835
2024-01-18 07:00:00,7,3,150.39231192986622
2024-01-18 08:00:00,8,3,221.95258415561753
2024-01-18 09:00:00,9,3,173.63246351796673
2024-01-18 10:00:00,10,3,203.27863011534907
2024-01-18 11:00:00,11,3,112.91139466748245
2024-01-18 12:00:00,12,3,140.0963872099485
2024-01-18 13:00:00,13,3,144.42833829816573
2024-01-18 14:00:00,14,3,109.37734563730545
2024-01-18 15:00:00,15,3,129.76020771062076
2024-01-18 16:00:00,16,3,125.55953095281181
2024-01-18 17:00:00,17,3,270.6694986372832
2024-01-18 18:00:00,18,3,201.50786575205296
2024-01-18 19:00:00,19,3,243.40394863521828
2024-01-18 20:00:00,20,3,262.8606279547353
2024-01-18 21:00:00,21,3,169.68938098872331
2024-01-18 22:00:00,22,3,68.14073981792258
2024-01-18 23:00:00,23,3,72.24473242926668
2024-01-19 00:00:00,0,4,60.91866035400943
2024-01-19 01:00:00,1,4,64.0182767094056
2024-01-19 02:00:00,2,4,62.03689978880081
2024-01-19 03:00:00,3,4,56.905013979148265
2024-01-19 04:00:00,4,4,68.45795953499523
2024-01-19 05:00:00,5,4,43.739921407840086
2024-01-19 06:00:00,6,4,135.42367816536012
2024-01-19 07:00:00,7,4,181.92850691736456
2024-01-19 08:00:00,8,4,196.35409759598943
2024-01-19 09:00:00,9,4,177.11815228244902
2024-01-19 10:00:00,10,4,134.16383137062346
2024-01-19 11:00:00,11,4,108.82553893583245
2024-01-19 12:00:00,12,4,99.8168051964807
2024-01-19 13:00:00,13,4,128.0343638053033
2024-01-19 14:00:00,14,4,128.1354965132831
2024-01-19 15:00:00,15,4,101.84340175490904
2024-01-19 16:00:00,16,4,117.35246553685869
2024-01-19 17:00:00,17,4,203.85141610163183
2024-01-19 18:00:00,18,4,241.257658569614
2024-01-19 19:00:00,19,4,267.2567322985545
2024-01-19 20:00:00,20,4,209.63669121988536
2024-01-19 21:00:00,21,4,254.20212599973928
2024-01-19 22:00:00,22,4,85.40854305706013
2024-01-19 23:00:00,23,4,86.4150311833185
2024-01-20 00:00:00,0,5,44.205122269595385
2024-01-20 01:00:00,1,5,41.54761079114647
2024-01-20 02:00:00,2,5,42.931103854402
2024-01-20 03:00:00,3,5,43.59952223141136
2024-01-20 04:00:00,4,5,58.4588061783606
2024-01-20 05:00:00,5,5,39.90556937473377
2024-01-20 06:00:00,6,5,126.74880335908733
2024-01-20 07:00:00,7,5,132.9199562576667
2024-01-20 08:00:00,8,5,135.91737454625374
2024-01-20 09:00:00,9,5,134.12124113191632
2024-01-20 10:00:00,10,5,136.49841614246913
2024-01-20 11:00:00,11,5,100.69125031828567
2024-01-20 12:00:00,12,5,80.4957539404563
2024-01-20 13:00:00,13,5,78.43262746161994
2024-01-20 14:00:00,14,5,93.04106374194784
2024-01-20 15:00:00,15,5,55.655668572882504
2024-01-20 16:00:00,16,5,65.5130360147293
2024-01-20 17:00:00,17,5,211.1331457175273
2024-01-20 18:00:00,18,5,220.43972228527096
2024-01-20 19:00:00,19,5,173.68844617993088
2024-01-20 20:00:00,20,5,198.80438439710102
2024-01-20 21:00:00,21,5,189.65800678705003
2024-01-20 22:00:00,22,5,88.81887067744
2024-01-20 23:00:00,23,5,79.42883938537616
2024-01-21 00:00:00,0,6,36.67911913731844
2024-01-21 01:00:00,1,6,38.57464300474541
2024-01-21 02:00:00,2,6,20.450129437099154
2024-01-21 03:00:00,3,6,53.5589030870575
2024-01-21 04:00:00,4,6,39.62972749333384
2024-01-21 05:00:00,5,6,35.05536918119776
2024-01-21 06:00:00,6,6,115.56267243421532
2024-01-21 07:00:00,7,6,114.4135022062328
2024-01-21 08:00:00,8,6,151.34799938410305
2024-01-21 09:00:00,9,6,138.85030159354935
2024-01-21 10:00:00,10,6,120.52588786125605
2024-01-21 11:00:00,11,6,97.05170089984557
2024-01-21 12:00:00,12,6,78.54944247174691
2024-01-21 13:00:00,13,6,65.53402962548813
2024-01-21 14:00:00,14,6,94.84241842873841
2024-01-21 15:00:00,15,6,79.714140702501
2024-01-21 16:00:00,16,6,67.17368889465742
2024-01-21 17:00:00,17,6,147.7698885521959
2024-01-21 18:00:00,18,6,143.44221755302343
2024-01-21 19:00:00,19,6,132.16235234050157
2024-01-21 20:00:00,20,6,179.2582274425663
2024-01-21 21:00:00,21,6,195.57767495930267
2024-01-21 22:00:00,22,6,68.19576126034939
2024-01-21 23:00:00,23,6,75.30433339442614
2024-01-22 00:00:00,0,0,40.524074653967254
2024-01-22 01:00:00,1,0,48.72871351831101
2024-01-22 02:00:00,2,0,43.99799966411904
2024-01-22 03:00:00,3,0,40.60764751806385
2024-01-22 04:00:00,4,0,43.54224778410446
2024-01-22 05:00:00,5,0,48.00633287174108
2024-01-22 06:00:00,6,0,152.0022353402489
2024-01-22 07:00:00,7,0,153.83436793114328
2024-01-22 08:00:00,8,0,150.18995013532398
2024-01-22 09:00:00,9,0,138.7182986852253
2024-01-22 10:00:00,10,0,134.20263955826283
2024-01-22 11:00:00,11,0,113.70769644084639
2024-01-22 12:00:00,12,0,110.67602889757721
2024-01-22 13:00:00,13,0,82.96578045250192
2024-01-22 14:00:00,14,0,97.63112479447402
2024-01-22 15:00:00,15,0,119.31841017945669
2024-01-22 16:00:00,16,0,76.0964001618397
2024-01-22 17:00:00,17,0,216.76384356305707
2024-01-22 18:00:00,18,0,179.3240259672142
2024-01-22 19:00:00,19,0,208.16854438221802
2024-01-22 20:00:00,20,0,178.07127221397653
2024-01-22 21:00:00,21,0,154.25784054643705
2024-01-22 22:00:00,22,0,58.40347558708162
2024-01-22 23:00:00,23,0,80.43162542336191
2024-01-23 00:00:00,0,1,45.421017193695285
2024-01-23 01:00:00,1,1,42.152100605852496
2024-01-23 02:00:00,2,1,59.20716664996559
2024-01-23 03:00:00,3,1,46.795972274477435
2024-01-23 04:00:00,4,1,50.19369723016725
2024-01-23 05:00:00,5,1,41.053343405862336
2024-01-23 06:00:00,6,1,138.6744239785246
2024-01-23 07:00:00,7,1,156.62903086793813
2024-01-23 08:00:00,8,1,142.65391178726347
2024-01-23 09:00:00,9,1,154.0655620278953
2024-01-23 10:00:00,10,1,176.1494903160934
2024-01-23 11:00:00,11,1,90.1464909250865
2024-01-23 12:00:00,12,1,119.50136895435764
2024-01-23 13:00:00,13,1,83.08944218601329
2024-01-23 14:00:00,14,1,110.7531526078597
2024-01-23 15:00:00,15,1,134.33108622754713
2024-01-23 16:00:00,16,1,70.20717626582403
2024-01-23 17:00:00,17,1,189.87137110515727
2024-01-23 18:00:00,18,1,218.7885483329256
2024-01-23 19:00:00,19,1,205.72704145372475
2024-01-23 20:00:00,20,1,225.0558656299345
2024-01-23 21:00:00,21,1,192.26722051988202
2024-01-23 22:00:00,22,1,91.66476321839903
2024-01-23 23:00:00,23,1,88.8291154759742
2024-01-24 00:00:00,0,2,69.74146549984631
2024-01-24 01:00:00,1,2,57.92553027081344
2024-01-24 02:00:00,2,2,59.793773140443676
2024-01-24 03:00:00,3,2,59.80561312798188
2024-01-24 04:00:00,4,2,54.555135452946175
2024-01-24 05:00:00,5,2,50.11475942804103
